,Compound Name,Physical Parameter,Dimensions,Temporal Shape,Spatial Shape,Cell Methods,Cell Measures,Dimensions (from Spatial Shape),Dimensions (from Temporal Shape),CMIP7_branded_variable_name
1784,SImon.sidmassth,sidmassth,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sidmassth_ti-u-hxy-sea
1785,SImon.sidmasstranx,sidmasstranx,"longitude, latitude, time",time-intv,Global field (single level),time: mean,::MODEL,"longitude,latitude",time,sidmasstranx_ti-u-hxy-u
1786,SImon.sidmasstrany,sidmasstrany,"longitude, latitude, time",time-intv,Global field (single level),time: mean,::MODEL,"longitude,latitude",time,sidmasstrany_ti-u-hxy-u
1787,SImon.sidragbot,sidragbot,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sidragbot_ti-u-hxy-si
1788,SImon.sidragtop,sidragtop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sidragtop_ti-u-hxy-si
1789,SImon.siextentn,siextentn,time,time-intv,Global mean or constant,area: time: mean,,,time,siextentn_ti-u-hm-u
1790,SImon.siextents,siextents,time,time-intv,Global mean or constant,area: time: mean,,,time,siextents_ti-u-hm-u
1791,SImon.sifb,sifb,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sifb_ti-u-hxy-si
1792,SImon.siflcondbot,siflcondbot,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siflcondbot_ti-u-hxy-si
1793,SImon.siflcondtop,siflcondtop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siflcondtop_ti-u-hxy-si
1794,SImon.siflfwbot,siflfwbot,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siflfwbot_ti-u-hxy-si
1795,SImon.siflfwdrain,siflfwdrain,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siflfwdrain_ti-u-hxy-si
1796,SImon.sifllattop,sifllattop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconca),area: areacella,"longitude,latitude",time,sifllattop_ti-u-hxy-si
1797,SImon.sifllwdtop,sifllwdtop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconca),area: areacella,"longitude,latitude",time,sifllwdtop_ti-u-hxy-si
1798,SImon.sifllwutop,sifllwutop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconca),area: areacella,"longitude,latitude",time,sifllwutop_ti-u-hxy-si
1799,SImon.siflsaltbot,siflsaltbot,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siflsaltbot_ti-u-hxy-si
1800,SImon.siflsensbot,siflsensbot,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siflsensbot_ti-u-hxy-si
1801,SImon.siflsenstop,siflsenstop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconca),area: areacella,"longitude,latitude",time,siflsenstop_ti-u-hxy-si
1802,SImon.siflswdbot,siflswdbot,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siflswdbot_ti-u-hxy-si
1803,SImon.siflswdtop,siflswdtop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconca),area: areacella,"longitude,latitude",time,siflswdtop_ti-u-hxy-si
1804,SImon.siflswutop,siflswutop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconca),area: areacella,"longitude,latitude",time,siflswutop_ti-u-hxy-si
1805,SImon.siforcecoriolx,siforcecoriolx,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),::MODEL,"longitude,latitude",time,siforcecoriolx_ti-u-hxy-si
1806,SImon.siforcecorioly,siforcecorioly,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),::MODEL,"longitude,latitude",time,siforcecorioly_ti-u-hxy-si
1807,SImon.siforceintstrx,siforceintstrx,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),::MODEL,"longitude,latitude",time,siforceintstrx_ti-u-hxy-si
1808,SImon.siforceintstry,siforceintstry,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),::MODEL,"longitude,latitude",time,siforceintstry_ti-u-hxy-si
1809,SImon.siforcetiltx,siforcetiltx,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),::MODEL,"longitude,latitude",time,siforcetiltx_ti-u-hxy-si
1810,SImon.siforcetilty,siforcetilty,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),::MODEL,"longitude,latitude",time,siforcetilty_ti-u-hxy-si
1811,SImon.sigpp,sigpp,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sigpp_ti-u-hxy-si
1812,SImon.sihc,sihc,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sihc_ti-u-hxy-sea
1813,SImon.siitdconc,siitdconc,"longitude, latitude, iceband, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,siitdconc_ti-u-hxy-si
1814,SImon.siitdsnconc,siitdsnconc,"longitude, latitude, iceband, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siitdconc),area: areacello,"longitude,latitude",time,siitdsnconc_ti-u-hxy-si
1815,SImon.siitdsnthick,siitdsnthick,"longitude, latitude, iceband, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siitdconc),area: areacello,"longitude,latitude",time,siitdsnthick_ti-u-hxy-si
1816,SImon.siitdthick,siitdthick,"longitude, latitude, iceband, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siitdconc),area: areacello,"longitude,latitude",time,siitdthick_ti-u-hxy-si
1817,SImon.simass,simass,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,simass_ti-u-hxy-sea
1818,SImon.simassacrossline,simassacrossline,"siline, time",time-intv,Ocean transect for sea-ice fluxes,time: mean,,siline,time,simassacrossline_ti-u-ht-u
1819,SImon.simpconc,simpconc,"longitude, latitude, time, typemp",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,simpconc_ti-u-hxy-si
1820,SImon.simpeffconc,simpeffconc,"longitude, latitude, time, typemp",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,simpeffconc_ti-u-hxy-si
1821,SImon.simprefrozen,simprefrozen,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice_melt_pond (comment: mask=simpconc),area: areacello,"longitude,latitude",time,simprefrozen_ti-u-hxy-simp
1822,SImon.simpthick,simpthick,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice_melt_pond (comment: mask=simpconc),area: areacello,"longitude,latitude",time,simpthick_ti-u-hxy-simp
1823,SImon.sino3,sino3,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sino3_ti-u-hxy-si
1824,SImon.sipr,sipr,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sipr_ti-u-hxy-si
1825,SImon.sirdgconc,sirdgconc,"longitude, latitude, time, typesirdg",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sirdgconc_ti-u-hxy-si
1826,SImon.sirdgthick,sirdgthick,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice_ridges (comment: mask=sirdgconc),area: areacello,"longitude,latitude",time,sirdgthick_ti-u-hxy-sir
1827,SImon.sisali,sisali,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sisali_ti-u-hxy-si
1828,SImon.sisaltmass,sisaltmass,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sisaltmass_ti-u-hxy-sea
1829,SImon.sishearvel,sishearvel,"longitude, latitude, time1",time-point,Global field (single level),area: mean where sea_ice (comment: mask=siconc) time: point,area: areacello,"longitude,latitude",time1,sishearvel_ti-u-hxy-si
1830,SImon.sisi,sisi,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sisi_ti-u-hxy-si
1831,SImon.sisnconc,sisnconc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sisnconc_ti-u-hxy-si
1832,SImon.sisndmassdyn,sisndmassdyn,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sisndmassdyn_ti-u-hxy-si
1833,SImon.sisndmassmelt,sisndmassmelt,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sisndmassmelt_ti-u-hxy-si
1834,SImon.sisndmasssi,sisndmasssi,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sisndmasssi_ti-u-hxy-si
1835,SImon.sisndmasssnf,sisndmasssnf,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sisndmasssnf_ti-u-hxy-si
1836,SImon.sisndmasssubl,sisndmasssubl,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sisndmasssubl_ti-u-hxy-si
1837,SImon.sisndmasswind,sisndmasswind,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sisndmasswind_ti-u-hxy-si
1838,SImon.sisnhc,sisnhc,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sisnhc_ti-u-hxy-si
1839,SImon.sisnmass,sisnmass,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sisnmass_ti-u-hxy-si
1840,SImon.sisnmassacrossline,sisnmassacrossline,"siline, time",time-intv,Ocean transect for sea-ice fluxes,time: mean,,siline,time,sisnmassacrossline_ti-u-ht-u
1841,SImon.sisnmassn,sisnmassn,time,time-intv,Global mean or constant,area: time: mean,,,time,sisnmassn_ti-u-hm-u
1842,SImon.sisnmasss,sisnmasss,time,time-intv,Global mean or constant,area: time: mean,,,time,sisnmasss_ti-u-hm-u
1843,SImon.sisnthick,sisnthick,"longitude, latitude, time",time-intv,Global field (single level),area: mean where snow over sea_ice area: time: mean where sea_ice,area: areacello,"longitude,latitude",time,sisnthick_ti-u-hxy-si
1844,SImon.sispeed,sispeed,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sispeed_ti-u-hxy-si
1845,SImon.sistressave,sistressave,"longitude, latitude, time1",time-point,Global field (single level),area: mean where sea_ice (comment: mask=siconc) time: point,area: areacello,"longitude,latitude",time1,sistressave_ti-u-hxy-si
1846,SImon.sistressmax,sistressmax,"longitude, latitude, time1",time-point,Global field (single level),area: mean where sea_ice (comment: mask=siconc) time: point,area: areacello,"longitude,latitude",time1,sistressmax_ti-u-hxy-si
1847,SImon.sistrxdtop,sistrxdtop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),::MODEL,"longitude,latitude",time,sistrxdtop_ti-u-hxy-si
1848,SImon.sistrxubot,sistrxubot,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sistrxubot_ti-u-hxy-si
1849,SImon.sistrydtop,sistrydtop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),::MODEL,"longitude,latitude",time,sistrydtop_ti-u-hxy-si
1850,SImon.sistryubot,sistryubot,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sistryubot_ti-u-hxy-si
1851,SImon.sitempbot,sitempbot,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sitempbot_ti-u-hxy-si
1852,SImon.sitempsnic,sitempsnic,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sitempsnic_ti-u-hxy-si
1853,SImon.sitemptop,sitemptop,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sitemptop_ti-u-hxy-si
1854,SImon.sithick,sithick,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),area: areacello,"longitude,latitude",time,sithick_ti-u-hxy-si
1855,SImon.sitimefrac,sitimefrac,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sitimefrac_ti-u-hxy-sea
1856,SImon.siu,siu,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),::MODEL,"longitude,latitude",time,siu_ti-u-hxy-si
1857,SImon.siv,siv,"longitude, latitude, time",time-intv,Global field (single level),area: time: mean where sea_ice (comment: mask=siconc),::MODEL,"longitude,latitude",time,siv_ti-u-hxy-si
1858,SImon.sivol,sivol,"longitude, latitude, time",time-intv,Global field (single level),area: mean where sea time: mean,area: areacello,"longitude,latitude",time,sivol_ti-u-hxy-sea
1859,SImon.sivoln,sivoln,time,time-intv,Global mean or constant,area: time: mean,,,time,sivoln_ti-u-hm-u
